order_id,email,firstname,lastname,prefix,middlename,suffix,taxvat,created_at,updated_at,invoice_created_at,shipment_created_at,creditmemo_created_at,tax_amount,base_tax_amount,discount_amount,base_discount_amount,shipping_tax_amount,base_shipping_tax_amount,base_to_global_rate,base_to_order_rate,store_to_base_rate,store_to_order_rate,subtotal_incl_tax,base_subtotal_incl_tax,coupon_code,shipping_incl_tax,base_shipping_incl_tax,shipping_method,shipping_amount,subtotal,base_subtotal,grand_total,base_grand_total,base_shipping_amount,adjustment_positive,adjustment_negative,refunded_shipping_amount,base_refunded_shipping_amount,refunded_subtotal,base_refunded_subtotal,refunded_tax_amount,base_refunded_tax_amount,refunded_discount_amount,base_refunded_discount_amount,store_id,order_status,order_state,hold_before_state,hold_before_status,store_currency_code,base_currency_code,order_currency_code,total_paid,base_total_paid,is_virtual,total_qty_ordered,remote_ip,total_refunded,base_total_refunded,total_canceled,total_invoiced,customer_id,billing_prefix,billing_firstname,billing_middlename,billing_lastname,billing_suffix,billing_street_full,billing_city,billing_region,billing_country,billing_postcode,billing_telephone,billing_company,billing_fax,customer_id,shipping_prefix,shipping_firstname,shipping_middlename,shipping_lastname,shipping_suffix,shipping_street_full,shipping_city,shipping_region,shipping_country,shipping_postcode,shipping_telephone,shipping_company,shipping_fax,payment_method,product_sku,product_name,qty_ordered,qty_invoiced,qty_shipped,qty_refunded,qty_canceled,product_type,original_price,base_original_price,row_total,base_row_total,row_weight,price_incl_tax,base_price_incl_tax,product_tax_amount,product_base_tax_amount,product_tax_percent,product_discount,product_base_discount,product_discount_percent,is_child,product_option
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wbk012,"Elizabeth Knit Top",1,1,1,0,0,configurable,210.0000,210.0000,210.0000,210.0000,1.0000,210.0000,210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:10:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:108:""aHR0cDovLzUwLjU2LjIxMy4xNTcvd29tZW4vbmV3LWFycml2YWxzL2VsaXphYmV0aC1rbml0LXRvcC00NjAuaHRtbD9vcHRpb25zPWNhcnQ,"";s:7:""product"";s:3:""421"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""22"";i:180;s:2:""80"";}s:3:""qty"";d:1;s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:15:""attributes_info"";a:2:{i:0;a:2:{s:5:""label"";s:5:""Color"";s:5:""value"";s:5:""White"";}i:1;a:2:{s:5:""label"";s:4:""Size"";s:5:""value"";s:1:""S"";}}s:11:""simple_name"";s:18:""Elizabeth Knit Top"";s:10:""simple_sku"";s:6:""wbk012"";s:20:""product_calculations"";i:1;s:13:""shipment_type"";i:0;s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wbk012,"Elizabeth Knit Top",1,1,0,0,0,simple,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,yes,"a:5:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:108:""aHR0cDovLzUwLjU2LjIxMy4xNTcvd29tZW4vbmV3LWFycml2YWxzL2VsaXphYmV0aC1rbml0LXRvcC00NjAuaHRtbD9vcHRpb25zPWNhcnQ,"";s:7:""product"";s:3:""421"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""22"";i:180;s:2:""80"";}s:3:""qty"";d:1;s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000052-1,jill@example.com,Jill,Moorehouse,,,,,"2013-04-04 06:34:48","2013-04-04 06:34:58","2013-04-04 06:34:58",,,79.2000,79.2000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1039.2000,1039.2000,,104.7800,104.7800,"United Parcel Service - Next Day Air Early AM",104.7800,960.0000,960.0000,1143.9800,1143.9800,104.7800,0,0,0,0,0,0,0,0,0,0,1,processing,processing,,,USD,USD,USD,1143.9800,1143.9800,0,5.0000,,,,,1143.9800,29,,Jill,,Moorehouse,,"1849 Geary Boulevard","San Francisco",California,US,94115,5454343423,,,29,,Jill,,Moorehouse,,"1849 Geary Boulevard","San Francisco",California,US,94115,5454343423,,,checkmo,abl004,"Houston Travel Wallet",4,4,0,0,0,simple,210.0000,210.0000,840.0000,840.0000,4.0000,227.3300,227.3300,69.3000,69.3000,8.2500,0.0000,0.0000,0.0000,no,"a:5:{s:15:""info_buyRequest"";a:4:{s:4:""uenc"";s:40:""aHR0cDovLzUwLjU2LjIxMy4xNTcvdmlwLmh0bWw,"";s:7:""product"";s:3:""374"";s:3:""qty"";d:4;s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wbk002,"NoLIta Cami",1,1,0,0,0,configurable,120.0000,120.0000,120.0000,120.0000,1.0000,129.9000,129.9000,9.9000,9.9000,8.2500,0.0000,0.0000,0.0000,no,"a:10:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:100:""aHR0cDovLzUwLjU2LjIxMy4xNTcvd29tZW4vdG9wcy1ibG91c2VzL25vbGl0YS1jYW1pLTQ2MC5odG1sP29wdGlvbnM9Y2FydA,,"";s:7:""product"";s:3:""417"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""20"";i:180;s:2:""78"";}s:3:""qty"";d:1;s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:15:""attributes_info"";a:2:{i:0;a:2:{s:5:""label"";s:5:""Color"";s:5:""value"";s:5:""Black"";}i:1;a:2:{s:5:""label"";s:4:""Size"";s:5:""value"";s:1:""L"";}}s:11:""simple_name"";s:11:""NoLIta Cami"";s:10:""simple_sku"";s:6:""wbk002"";s:20:""product_calculations"";i:1;s:13:""shipment_type"";i:0;s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wbk002,"NoLIta Cami",1,1,0,0,0,simple,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,yes,"a:5:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:100:""aHR0cDovLzUwLjU2LjIxMy4xNTcvd29tZW4vdG9wcy1ibG91c2VzL25vbGl0YS1jYW1pLTQ2MC5odG1sP29wdGlvbnM9Y2FydA,,"";s:7:""product"";s:3:""417"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""20"";i:180;s:2:""78"";}s:3:""qty"";d:1;s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000063,haven@example.com,Haven,Bangor,,,,,"2013-04-04 06:38:27","2013-04-04 06:38:27",,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,540.0000,540.0000,,91.8400,91.8400,"United Parcel Service - Next Day Air",91.8400,540.0000,540.0000,631.8400,631.8400,91.8400,0,0,0,0,0,0,0,0,0,0,1,pending,new,,,USD,USD,USD,,,0,4.0000,,,,,,28,,Haven,,Bangor,,"Massachusetts Ave",Cambridge,Massachusetts,US,01864,5434323456,,,28,,Haven,,Bangor,,"Massachusetts Ave",Cambridge,Massachusetts,US,01864,5434323456,,,checkmo,hdd001,"Modern Murray Ceramic Vase",2,0,0,0,0,grouped,135.0000,135.0000,270.0000,270.0000,2.0000,135.0000,135.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:6:{s:15:""info_buyRequest"";a:3:{s:20:""super_product_config"";a:2:{s:12:""product_type"";s:7:""grouped"";s:10:""product_id"";s:3:""440"";}s:3:""qty"";s:6:""2.0000"";s:7:""options"";a:0:{}}s:20:""super_product_config"";a:3:{s:12:""product_code"";s:12:""product_type"";s:12:""product_type"";s:7:""grouped"";s:10:""product_id"";s:3:""440"";}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hdd002,"Modern Murray Ceramic Vase",2,0,0,0,0,grouped,135.0000,135.0000,270.0000,270.0000,2.0000,135.0000,135.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:6:{s:15:""info_buyRequest"";a:3:{s:20:""super_product_config"";a:2:{s:12:""product_type"";s:7:""grouped"";s:10:""product_id"";s:3:""440"";}s:3:""qty"";s:6:""2.0000"";s:7:""options"";a:0:{}}s:20:""super_product_config"";a:3:{s:12:""product_code"";s:12:""product_type"";s:12:""product_type"";s:7:""grouped"";s:10:""product_id"";s:3:""440"";}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000065,rack@example.com,Rack,Fox,,,,,"2013-04-04 06:42:22","2013-04-04 06:42:23",,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,5080.0000,5080.0000,,75.0000,75.0000,"Flat Rate - Fixed",75.0000,5080.0000,5080.0000,5155.0000,5155.0000,75.0000,0,0,0,0,0,0,0,0,0,0,1,pending,new,,,USD,USD,USD,,,0,20.0000,,,,,,26,,Rack,,Fox,,"15th St",Hoboken,"New Jersey",US,07030,1515151515,,,26,,Rack,,Fox,,"15th St",Hoboken,"New Jersey",US,07030,1515151515,,,checkmo,aws006,"Ann Ankle Boot",4,0,0,0,0,configurable,470.0000,470.0000,1880.0000,1880.0000,4.0000,470.0000,470.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:10:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:64:""aHR0cDovLzUwLjU2LjIxMy4xNTcvYm9yZ2hhLWFua2xlLWJvb3QtNDk2Lmh0bWw,"";s:7:""product"";s:3:""431"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""20"";i:186;s:3:""101"";}s:3:""qty"";s:6:""4.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:15:""attributes_info"";a:2:{i:0;a:2:{s:5:""label"";s:5:""Color"";s:5:""value"";s:5:""Black"";}i:1;a:2:{s:5:""label"";s:9:""Shoe size"";s:5:""value"";s:1:""7"";}}s:11:""simple_name"";s:14:""Ann Ankle Boot"";s:10:""simple_sku"";s:6:""aws006"";s:20:""product_calculations"";i:1;s:13:""shipment_type"";i:0;s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aws006,"Ann Ankle Boot",4,0,0,0,0,simple,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,yes,"a:5:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:64:""aHR0cDovLzUwLjU2LjIxMy4xNTcvYm9yZ2hhLWFua2xlLWJvb3QtNDk2Lmh0bWw,"";s:7:""product"";s:3:""431"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""20"";i:186;s:3:""101"";}s:3:""qty"";s:6:""4.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hbm000,"A Tale of Two Cities",5,0,0,0,0,downloadable,20.0000,20.0000,100.0000,100.0000,0.0000,20.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:8:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:112:""aHR0cDovLzUwLjU2LjIxMy4xNTcvaG9tZS1kZWNvci9ib29rcy1tdXNpYy9hLXRhbGUtb2YtdHdvLWNpdGllcy5odG1sP29wdGlvbnM9Y2FydA,,"";s:7:""product"";s:3:""448"";s:15:""related_product"";s:0:"""";s:5:""links"";a:1:{i:0;s:2:""20"";}s:3:""qty"";s:6:""5.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:5:""links"";a:1:{i:0;s:2:""20"";}s:15:""is_downloadable"";b:1;s:17:""real_product_type"";s:12:""downloadable"";s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hde001,"Madison LX2200",6,0,0,0,0,simple,425.0000,425.0000,2550.0000,2550.0000,6.0000,425.0000,425.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:5:{s:15:""info_buyRequest"";a:4:{s:4:""uenc"";s:64:""aHR0cDovLzUwLjU2LjIxMy4xNTcvaG9tZS1kZWNvci9lbGVjdHJvbmljcy5odG1s"";s:7:""product"";s:3:""392"";s:3:""qty"";s:6:""6.0000"";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hdd000,"Herald Glass Vase",5,0,0,0,0,simple,110.0000,110.0000,550.0000,550.0000,5.0000,110.0000,110.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:5:{s:15:""info_buyRequest"";a:4:{s:4:""uenc"";s:76:""aHR0cDovLzUwLjU2LjIxMy4xNTcvaG9tZS1kZWNvci9kZWNvcmF0aXZlLWFjY2VudHMuaHRtbA,,"";s:7:""product"";s:3:""386"";s:3:""qty"";s:6:""5.0000"";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000066,mark@example.com,Mark,Woodland,,,,,"2013-04-04 06:44:16","2013-04-04 06:44:37","2013-04-04 06:44:37",,,1113.8800,1113.8800,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,14413.8700,14413.8700,,282.3500,282.3500,"United Parcel Service - Next Day Air",282.3500,13300.0000,13300.0000,14696.2300,14696.2300,282.3500,0,0,0,0,0,0,0,0,0,0,1,processing,processing,,,USD,USD,USD,14696.2300,14696.2300,0,40.0000,,,,,14696.2300,25,,Mark,,Woodland,,"120 W 34th st","New York","New York",US,10001,1414141414,,,25,,Mark,,Woodland,,"120 W 34th st","New York","New York",US,10001,1414141414,,,checkmo,abl001,"Florentine Satchel Handbag",20,20,0,0,0,simple,625.0000,625.0000,12500.0000,12500.0000,20.0000,677.3400,677.3400,1046.8800,1046.8800,8.3750,0.0000,0.0000,0.0000,no,"a:5:{s:15:""info_buyRequest"";a:4:{s:4:""uenc"";s:68:""aHR0cDovLzUwLjU2LjIxMy4xNTcvYWNjZXNzb3JpZXMvYmFncy1sdWdnYWdlLmh0bWw,"";s:7:""product"";s:3:""371"";s:3:""qty"";s:7:""20.0000"";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hde013,"Compact mp3 Player",20,20,0,0,0,simple,40.0000,40.0000,800.0000,800.0000,20.0000,43.3500,43.3500,66.9900,66.9900,8.3750,0.0000,0.0000,0.0000,no,"a:5:{s:15:""info_buyRequest"";a:4:{s:4:""uenc"";s:64:""aHR0cDovLzUwLjU2LjIxMy4xNTcvaG9tZS1kZWNvci9lbGVjdHJvbmljcy5odG1s"";s:7:""product"";s:3:""400"";s:3:""qty"";s:7:""20.0000"";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000067,jack@example.com,Jack,Fitz,,,,,"2013-04-04 06:46:06","2013-04-04 06:50:13","2013-04-04 06:50:05","2013-04-04 06:50:13",,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,490.0000,490.0000,,15.0000,15.0000,"Flat Rate - Fixed",15.0000,490.0000,490.0000,505.0000,505.0000,15.0000,0,0,0,0,0,0,0,0,0,0,1,complete,complete,,,USD,USD,USD,505.0000,505.0000,0,3.0000,,,,,505.0000,24,,Jack,,Fitz,,"7 N Willow St",Montclair,"New Jersey",US,07042,1313131313,,,24,,Jack,,Fitz,,"7 N Willow St",Montclair,"New Jersey",US,07042,1313131313,,,checkmo,msj005,"Slim fit Dobby Oxford Shirt",2,2,2,0,0,configurable,140.0000,140.0000,280.0000,280.0000,2.0000,140.0000,140.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:10:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:100:""aHR0cDovLzUwLjU2LjIxMy4xNTcvc2FsZS9tZW4vc2xpbS1maXQtZG9iYnktb3hmb3JkLXNoaXJ0Lmh0bWw_b3B0aW9ucz1jYXJ0"";s:7:""product"";s:3:""403"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""27"";i:180;s:2:""78"";}s:3:""qty"";s:6:""2.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:15:""attributes_info"";a:2:{i:0;a:2:{s:5:""label"";s:5:""Color"";s:5:""value"";s:4:""Blue"";}i:1;a:2:{s:5:""label"";s:4:""Size"";s:5:""value"";s:1:""L"";}}s:11:""simple_name"";s:27:""Slim fit Dobby Oxford Shirt"";s:10:""simple_sku"";s:6:""msj005"";s:20:""product_calculations"";i:1;s:13:""shipment_type"";i:0;s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,msj005,"Slim fit Dobby Oxford Shirt",2,2,0,0,0,simple,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,yes,"a:5:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:100:""aHR0cDovLzUwLjU2LjIxMy4xNTcvc2FsZS9tZW4vc2xpbS1maXQtZG9iYnktb3hmb3JkLXNoaXJ0Lmh0bWw_b3B0aW9ucz1jYXJ0"";s:7:""product"";s:3:""403"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""27"";i:180;s:2:""78"";}s:3:""qty"";s:6:""2.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aws011,"Hana Flat  Charcoal",1,1,1,0,0,configurable,210.0000,210.0000,210.0000,210.0000,1.0000,210.0000,210.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,no,"a:10:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:108:""aHR0cDovLzUwLjU2LjIxMy4xNTcvYWNjZXNzb3JpZXMvc2hvZXMvaGFuYS1mbGF0LWNoYXJjb2FsLTQ5Ny5odG1sP29wdGlvbnM9Y2FydA,,"";s:7:""product"";s:3:""432"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""17"";i:186;s:3:""101"";}s:3:""qty"";s:6:""1.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:15:""attributes_info"";a:2:{i:0;a:2:{s:5:""label"";s:5:""Color"";s:5:""value"";s:8:""Charcoal"";}i:1;a:2:{s:5:""label"";s:9:""Shoe size"";s:5:""value"";s:1:""7"";}}s:11:""simple_name"";s:19:""Hana Flat, Charcoal"";s:10:""simple_sku"";s:6:""aws011"";s:20:""product_calculations"";i:1;s:13:""shipment_type"";i:0;s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aws011,"Hana Flat  Charcoal",1,1,0,0,0,simple,0.0000,,0.0000,0.0000,0.0000,,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,yes,"a:5:{s:15:""info_buyRequest"";a:7:{s:4:""uenc"";s:108:""aHR0cDovLzUwLjU2LjIxMy4xNTcvYWNjZXNzb3JpZXMvc2hvZXMvaGFuYS1mbGF0LWNoYXJjb2FsLTQ5Ny5odG1sP29wdGlvbnM9Y2FydA,,"";s:7:""product"";s:3:""432"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""17"";i:186;s:3:""101"";}s:3:""qty"";s:6:""1.0000"";s:10:""return_url"";s:0:"""";s:7:""options"";a:0:{}}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000081,chris@example.com,Chris,Fox,,,,,"2013-04-22 22:43:08","2013-04-22 22:43:09",,,,36.3800,36.3800,-121.2500,-121.2500,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,521.3800,521.3800,GEN25OFF,66.2500,66.2500,"United Parcel Service - Next Day Air Early AM",66.2500,485.0000,485.0000,466.3800,466.3800,66.2500,0,0,0,0,0,0,0,0,0,0,1,pending,new,,,USD,USD,USD,,,0,2.0000,8.31.244.68,,,,,59,,Chris,,Fox,,"Disney land","Los Angeles",California,US,90001,3456765432,,,59,,Chris,,Fox,,"Disney land","Los Angeles",California,US,90001,3456765432,,,checkmo,hdb006,"Shay Printed Pillow",1,0,0,0,0,simple,210.0000,210.0000,210.0000,210.0000,0.0000,225.7500,225.7500,15.7500,15.7500,7.5000,52.5000,52.5000,25.0000,no,"a:5:{s:15:""info_buyRequest"";a:3:{s:4:""uenc"";s:60:""aHR0cDovLzUwLjU2LjIxMy4xNTcvaG9tZS1kZWNvci9iZWQtYmF0aC5odG1s"";s:7:""product"";s:3:""382"";s:3:""qty"";i:1;}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hdb009,"Gramercy Throw",1,0,0,0,0,simple,275.0000,275.0000,275.0000,275.0000,0.0000,295.6300,295.6300,20.6300,20.6300,7.5000,68.7500,68.7500,25.0000,no,"a:5:{s:15:""info_buyRequest"";a:3:{s:4:""uenc"";s:60:""aHR0cDovLzUwLjU2LjIxMy4xNTcvaG9tZS1kZWNvci9iZWQtYmF0aC5odG1s"";s:7:""product"";s:3:""385"";s:3:""qty"";i:1;}s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
100000082,mickey@example.com,Mickey,Watz,,,,,"2013-04-22 23:13:27","2013-04-22 23:14:37","2013-04-22 23:14:37",,,31.1300,31.1300,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,746.1300,746.1300,,35.3400,35.3400,"United Parcel Service - 2nd Day Air",35.3400,715.0000,715.0000,781.4700,781.4700,35.3400,0,0,0,0,0,0,0,0,0,0,1,processing,processing,,,USD,USD,USD,781.4700,781.4700,0,3.0000,8.31.244.68,,,,781.4700,64,,Mickey,,Watz,,"Disney Land",Orlando,Florida,US,32801,1234987645,,,64,,Mickey,,Watz,,"Disney Land",Orlando,Florida,US,32801,1234987645,,,checkmo,wbk002,"NoLIta Cami",1,1,0,0,0,configurable,120.0000,120.0000,120.0000,120.0000,1.0000,129.0000,129.0000,9.0000,9.0000,7.5000,0.0000,0.0000,0.0000,no,"a:10:{s:15:""info_buyRequest"";a:6:{s:4:""uenc"";s:100:""aHR0cDovLzUwLjU2LjIxMy4xNTcvd29tZW4vdG9wcy1ibG91c2VzL25vbGl0YS1jYW1pLTQ3NS5odG1sP29wdGlvbnM9Y2FydA,,"";s:7:""product"";s:3:""417"";s:15:""related_product"";s:0:"""";s:15:""super_attribute"";a:2:{i:92;s:2:""20"";i:180;s:2:""78"";}s:3:""qty"";s:1:""1"";s:10:""return_url"";s:0:"""";}s:15:""attributes_info"";a:2:{i:0;a:2:{s:5:""label"";s:5:""Color"";s:5:""value"";s:5:""Black"";}i:1;a:2:{s:5:""label"";s:4:""Size"";s:5:""value"";s:1:""L"";}}s:11:""simple_name"";s:11:""NoLIta Cami"";s:10:""simple_sku"";s:6:""wbk002"";s:20:""product_calculations"";i:1;s:13:""shipment_type"";i:0;s:17:""giftcard_lifetime"";N;s:22:""giftcard_is_redeemable"";i:0;s:23:""giftcard_email_template"";N;s:13:""giftcard_type"";N;}"
